	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous
0	HJHEFEJI_00549	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	157.1	0
0	HJHEFEJI_00551	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	71.2	0
0	HJHEFEJI_00552	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	96.3	0
0	HJHEFEJI_00560	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	111.7	0
0	HJHEFEJI_00564	class	Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	Gymnodiniales	290.4	0
0	HJHEFEJI_00565	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	409.1	0
0	HJHEFEJI_00566	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	233.4	0
0	HJHEFEJI_00568	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	95.5	0
0	HJHEFEJI_00572	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	105.5	0
0	HJHEFEJI_00577	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	127.1	0
0	HJHEFEJI_00591	class	Amoebozoa; Lobosa; Lobosa_X; Stygamoebida	Stygamoebida	81.3	0
0	HJHEFEJI_00594	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	92.0	0
0	HJHEFEJI_00595	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	224.2	0
0	HJHEFEJI_00596	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	127.1	0
0	HJHEFEJI_00597	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	132.5	0
0	HJHEFEJI_00598	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	119.0	0
0	HJHEFEJI_00599	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Thraustochytriales	Thraustochytriales	279.3	0
0	HJHEFEJI_00601	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	127.5	0
0	HJHEFEJI_00605	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Thalassionema	Thalassionema	129.8	0
0	HJHEFEJI_00606	class	Archaeplastida; Chlorophyta; Chlorophyta_X; Chlorophyta_XX	Chlorophyta_XX	250.8	0
0	HJHEFEJI_00607	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	137.5	0
0	HJHEFEJI_00608	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	338.2	0
0	HJHEFEJI_00609	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	85.5	0
0	HJHEFEJI_00610	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	151.8	0
0	HJHEFEJI_00611	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	78.2	0
0	HJHEFEJI_00612	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	155.6	0
0	HJHEFEJI_00616	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellales_X	Chlorellales_X	197.6	0
0	HJHEFEJI_00618	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	179.9	0
0	HJHEFEJI_00620	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	89.4	0
0	HJHEFEJI_00623	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	105.5	0
0	HJHEFEJI_00625	class	Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	57.0	0
0	HJHEFEJI_00629	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	58.2	0
0	HJHEFEJI_00630	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	164.9	0
0	HJHEFEJI_00631	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	163.7	0
0	HJHEFEJI_00632	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	69.3	0
0	HJHEFEJI_00635	class	Archaeplastida; Chlorophyta; Chlorophyta_X; Chlorophyta_XX	Chlorophyta_XX	591.3	0
0	HJHEFEJI_00637	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	119.8	0
0	HJHEFEJI_00639	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	185.3	0
0	HJHEFEJI_00641	class	Amoebozoa; Conosa; Variosea; Variosea_X	Variosea_X	153.3	0
0	HJHEFEJI_00642	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	172.9	0
0	HJHEFEJI_00643	division	Archaeplastida; Chlorophyta; Nephroselmidophyceae	Nephroselmidophyceae	62.4	0
0	HJHEFEJI_00645	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	471.5	0
0	HJHEFEJI_00646	division	Stramenopiles; Opalozoa; Bicoecea	Bicoecea	60.5	0
0	HJHEFEJI_00647	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	424.9	0
0	HJHEFEJI_00650	order	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales; Chloropicaceae	Chloropicaceae	473.8	0
0	HJHEFEJI_00661	order	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales	Pedinellales	73.9	0
0	HJHEFEJI_00663	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	59.3	0
0	HJHEFEJI_00669	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	89.4	0
0	HJHEFEJI_00671	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	62.4	0
0	HJHEFEJI_00672	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	108.2	0
0	HJHEFEJI_00674	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	63.2	0
0	HJHEFEJI_00675	class	Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	122.1	0
0	HJHEFEJI_00677	order	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida; Acanthoecida_X	Acanthoecida_X	474.6	0
0	HJHEFEJI_00678	species	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes; Glaucocystophytes_X; Gloeochaete; Gloeochaete wittrockiana	Gloeochaete wittrockiana	718.8	0
0	HJHEFEJI_00679	division	Archaeplastida; Chlorophyta; Prasino-Clade-V	Prasino-Clade-V	63.9	0
0	HJHEFEJI_00686	class	Amoebozoa; Discosea; Discosea_X; Discosea_XX	Discosea_XX	171.8	0
0	HJHEFEJI_00687	class	Alveolata; Apicomplexa; Colpodellidea; Vitrelladida	Vitrelladida	181.8	0
0	HJHEFEJI_00690	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	165.6	0
0	HJHEFEJI_00692	genus	Alveolata; Ciliophora; Spirotrichea; Hypotrichia; Pseudokeronopsidae; Pseudokeronopsis; Pseudokeronopsis sp.	Pseudokeronopsis sp.	522.3	0
0	HJHEFEJI_00697	order	Stramenopiles; Opalozoa; Bicoecea; Anoecales; Cafeteriaceae	Cafeteriaceae	381.7	0
0	HJHEFEJI_00698	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	260.4	0
0	HJHEFEJI_00706	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	97.4	0
0	HJHEFEJI_00707	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Thraustochytriales	Thraustochytriales	271.9	0
0	HJHEFEJI_00708	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	598.6	0
0	HJHEFEJI_00709	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	172.6	0
0	HJHEFEJI_00710	order	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX	Pyramimonadales_XX	172.9	0
0	HJHEFEJI_00712	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	157.5	0
0	HJHEFEJI_00714	division	Alveolata; Dinoflagellata; Oxyrrhea	Oxyrrhea	71.2	0
0	HJHEFEJI_00720	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	125.2	0
0	HJHEFEJI_00729	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	339.7	0
0	HJHEFEJI_00736	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	93.2	0
0	HJHEFEJI_00738	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate; Asterionellopsis	Asterionellopsis	152.1	0
0	HJHEFEJI_00741	order	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales; Goniomonadales_X	Goniomonadales_X	572.0	0
0	HJHEFEJI_00743	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	88.6	0
0	HJHEFEJI_00748	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	109.0	0
0	HJHEFEJI_00749	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	129.8	0
0	HJHEFEJI_00752	class	Alveolata; Dinoflagellata; Noctilucophyceae; Noctilucales	Noctilucales	131.3	0
0	HJHEFEJI_00753	order	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Rhizochromulinales	Rhizochromulinales	115.2	0
0	HJHEFEJI_00757	division	Alveolata; Dinoflagellata; Oxyrrhea	Oxyrrhea	122.9	0
0	HJHEFEJI_00770	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	56.2	0
0	HJHEFEJI_00771	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	166.4	0
0	HJHEFEJI_00772	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae; Corethron	Corethron	107.1	0
0	HJHEFEJI_00778	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	116.7	0
0	HJHEFEJI_00785	division	Alveolata; Apicomplexa; Colpodellidea	Colpodellidea	65.1	0
0	HJHEFEJI_00786	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	172.9	0
0	HJHEFEJI_00789	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	168.3	0
0	HJHEFEJI_00791	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	313.9	0
0	HJHEFEJI_00794	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	133.7	0
0	HJHEFEJI_00796	division	Hacrobia; Haptophyta; Pavlovophyceae	Pavlovophyceae	110.5	0
0	HJHEFEJI_00797	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	176.0	0
0	HJHEFEJI_00799	division	Alveolata; Ciliophora; Colpodea	Colpodea	137.1	0
0	HJHEFEJI_00802	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	82.8	0
0	HJHEFEJI_00803	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	106.3	0
0	HJHEFEJI_00805	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	266.5	0
0	HJHEFEJI_00806	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	546.6	0
0	HJHEFEJI_00809	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	144.8	0
0	HJHEFEJI_00810	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	97.4	0
0	HJHEFEJI_00812	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	270.8	0
0	HJHEFEJI_00813	order	Opisthokonta; Fungi; Ascomycota; Saccharomycotina; Saccharomycetales	Saccharomycetales	517.7	0
0	HJHEFEJI_00815	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	99.4	0
0	HJHEFEJI_00820	class	Excavata; Discoba; Euglenozoa; Euglenida	Euglenida	224.2	0
0	HJHEFEJI_00821	order	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales; Nephroselmidales_X	Nephroselmidales_X	540.0	0
0	HJHEFEJI_00823	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	106.7	0
0	HJHEFEJI_00826	class	Archaeplastida; Rhodophyta; Stylonematophyceae; Porphyridiales-2	Porphyridiales-2	165.2	0
0	HJHEFEJI_00828	order	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales; Crypthecodiniaceae	Crypthecodiniaceae	233.4	0
0	HJHEFEJI_00829	genus	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X; Pyramimonadales_XX; Pyramimonas	Pyramimonas	125.6	1
0	HJHEFEJI_00830	class	Archaeplastida; Chlorophyta; Prasino-Clade-V; Pseudoscourfieldiales	Pseudoscourfieldiales	64.3	0
0	HJHEFEJI_00833	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	92.8	0
0	HJHEFEJI_00835	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	86.7	0
0	HJHEFEJI_00838	class	Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	84.3	0
0	HJHEFEJI_00843	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	248.8	0
0	HJHEFEJI_00844	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	298.9	0
0	HJHEFEJI_00847	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	191.8	0
0	HJHEFEJI_00850	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	107.8	0
0	HJHEFEJI_00851	class	Archaeplastida; Rhodophyta; Stylonematophyceae; Porphyridiales-2	Porphyridiales-2	230.3	0
0	HJHEFEJI_00852	class	Alveolata; Ciliophora; Prostomatea_1; Prostomatea_1_X	Prostomatea_1_X	194.9	0
0	HJHEFEJI_00855	species	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes; Glaucocystophytes_X; Gloeochaete; Gloeochaete wittrockiana	Gloeochaete wittrockiana	580.5	0
0	HJHEFEJI_00861	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Chaetoceros	Chaetoceros	104.0	0
0	HJHEFEJI_00862	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	366.7	0
0	HJHEFEJI_00880	class	Stramenopiles; Stramenopiles_X; Stramenopiles_XX; Stramenopiles_XXX	Stramenopiles_XXX	176.4	0
0	HJHEFEJI_00882	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	104.8	0
0	HJHEFEJI_00883	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	273.5	0
0	HJHEFEJI_00884	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	109.0	0
0	HJHEFEJI_00885	division	Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	140.6	0
0	HJHEFEJI_00890	division	Amoebozoa; Conosa; Variosea	Variosea	66.2	0
0	HJHEFEJI_00891	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	68.6	0
0	HJHEFEJI_00892	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	90.1	0
0	HJHEFEJI_00902	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	156.0	0
0	HJHEFEJI_00904	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	95.5	0
0	HJHEFEJI_00907	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	196.4	0
0	HJHEFEJI_00910	class	Excavata; Discoba; Euglenozoa; Euglenida	Euglenida	81.3	0
0	HJHEFEJI_00911	class	Alveolata; Ciliophora; Spirotrichea; Tintinnida	Tintinnida	282.3	0
0	HJHEFEJI_00915	division	Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	63.9	0
0	HJHEFEJI_00919	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	71.2	0
0	HJHEFEJI_00921	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	273.1	0
0	HJHEFEJI_00924	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	98.6	0
0	HJHEFEJI_00925	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	109.0	0
0	HJHEFEJI_00927	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	334.3	0
0	HJHEFEJI_00928	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	308.9	0
0	HJHEFEJI_00929	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	595.9	0
0	HJHEFEJI_00934	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	75.9	0
0	HJHEFEJI_00936	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	166.8	0
0	HJHEFEJI_00942	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	122.5	0
0	HJHEFEJI_00945	class	Amoebozoa; Lobosa; Lobosa_X; Stygamoebida	Stygamoebida	238.0	0
0	HJHEFEJI_00946	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	229.9	0
0	HJHEFEJI_00950	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	68.9	0
0	HJHEFEJI_00951	class	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	218.4	0
0	HJHEFEJI_00953	division	Alveolata; Ciliophora; Spirotrichea	Spirotrichea	85.1	0
0	HJHEFEJI_00955	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	87.8	0
0	HJHEFEJI_00959	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	486.1	0
0	HJHEFEJI_00960	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Labyrinthulales	Labyrinthulales	59.7	0
0	HJHEFEJI_00961	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	387.5	0
0	HJHEFEJI_00963	order	Amoebozoa; Conosa; Variosea; Variosea_X; Filamoebidae	Filamoebidae	126.7	0
0	HJHEFEJI_00965	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Prasiolales; Prasiolales_X	Prasiolales_X	218.8	0
0	HJHEFEJI_00966	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	369.8	0
0	HJHEFEJI_00970	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	172.9	0
0	HJHEFEJI_00973	family	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales; Chloropicaceae; Chloroparvula	Chloroparvula	254.2	0
0	HJHEFEJI_00975	class	Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales	Prasinococcales	181.0	0
0	HJHEFEJI_00976	division	Archaeplastida; Chlorophyta	Chlorophyta	76.3	1
0	HJHEFEJI_00978	class	Archaeplastida; Rhodophyta; Rhodellophyceae; Rhodellales	Rhodellales	84.0	0
0	HJHEFEJI_00982	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	155.2	0
0	HJHEFEJI_00985	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	275.0	0
0	HJHEFEJI_00989	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	152.9	0
0	HJHEFEJI_00990	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	257.7	0
0	HJHEFEJI_00992	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	188.3	0
0	HJHEFEJI_00993	class	Archaeplastida; Rhodophyta; Porphyridiophyceae; Porphyridiales	Porphyridiales	203.0	0
0	HJHEFEJI_00995	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	207.2	0
0	HJHEFEJI_00996	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	238.4	0
0	HJHEFEJI_00997	class	Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	171.0	0
0	HJHEFEJI_00998	division	Amoebozoa; Discosea; Discosea_X	Discosea_X	74.7	0
0	HJHEFEJI_00999	class	Archaeplastida; Rhodophyta; Porphyridiophyceae; Porphyridiales	Porphyridiales	217.2	0
0	HJHEFEJI_01000	class	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	180.6	0
0	HJHEFEJI_01001	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	77.8	0
0	HJHEFEJI_01003	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	138.3	0
0	HJHEFEJI_01004	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Prasiolales; Prasiolales_X	Prasiolales_X	228.8	0
0	HJHEFEJI_01009	class	Archaeplastida; Chlorophyta; Chlorophyta_X; Chlorophyta_XX	Chlorophyta_XX	797.3	0
0	HJHEFEJI_01010	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	220.3	0
0	HJHEFEJI_01016	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	145.6	0
0	HJHEFEJI_01021	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	82.0	0
0	HJHEFEJI_01025	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	129.8	0
0	HJHEFEJI_01027	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	161.4	0
0	HJHEFEJI_01030	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	375.9	0
0	HJHEFEJI_01031	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	214.9	0
0	HJHEFEJI_01032				107.1	1
0	HJHEFEJI_01033	division	Stramenopiles; Ochrophyta; Chrysophyceae	Chrysophyceae	123.2	0
0	HJHEFEJI_01034	class	Alveolata; Apicomplexa; Colpodellidea; Vitrelladida	Vitrelladida	477.6	0
0	HJHEFEJI_01036	class	Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales	Prasinococcales	184.9	0
0	HJHEFEJI_01039	order	Opisthokonta; Fungi; Ascomycota; Saccharomycotina; Saccharomycetales	Saccharomycetales	173.7	0
0	HJHEFEJI_01049	division	Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	59.7	0
0	HJHEFEJI_01058	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Thraustochytriales	Thraustochytriales	75.5	0
0	HJHEFEJI_01059	class	Hacrobia; Cryptophyta; Cryptophyceae; Goniomonadales	Goniomonadales	89.4	0
0	HJHEFEJI_01060	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	356.7	0
0	HJHEFEJI_01061	class	Archaeplastida; Rhodophyta; Porphyridiophyceae; Porphyridiales	Porphyridiales	292.7	0
0	HJHEFEJI_01062	order	Archaeplastida; Rhodophyta; Rhodellophyceae; Rhodellales; Rhodellales_X	Rhodellales_X	297.7	0
0	HJHEFEJI_01065	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	65.9	0
0	HJHEFEJI_01066	order	Stramenopiles; Sagenista; Labyrinthulomycetes; Thraustochytriales; Thraustochytriaceae	Thraustochytriaceae	197.2	0
0	HJHEFEJI_01069	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	173.3	0
0	HJHEFEJI_01070	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	162.9	0
0	HJHEFEJI_01071	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	258.8	0
0	HJHEFEJI_01072	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	179.1	0
0	HJHEFEJI_01074	order	Stramenopiles; Ochrophyta; Pinguiophyceae; Pinguiochrysidales; Pinguiochrysidaceae	Pinguiochrysidaceae	401.7	0
0	HJHEFEJI_01076	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	145.6	0
0	HJHEFEJI_01077	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	115.2	0
0	HJHEFEJI_01079	class	Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	Gymnodiniales	174.9	0
0	HJHEFEJI_01080	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	95.1	0
0	HJHEFEJI_01082	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	292.7	0
0	HJHEFEJI_01083	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	206.8	0
0	HJHEFEJI_01086	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	183.7	0
0	HJHEFEJI_01095	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	96.7	0
