	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	HJHEFEJI_00216	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	529.6	1	
0	HJHEFEJI_00217	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	887.1	1	
0	HJHEFEJI_00218	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	382.9	1	
0	HJHEFEJI_00219	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	412.5	1	
0	HJHEFEJI_00220	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	916.8	1	
0	HJHEFEJI_00221	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	1020.0	0	
0	HJHEFEJI_00222	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	165.6	1	
0	HJHEFEJI_00223	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	565.5	0	
0	HJHEFEJI_00224	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	191.8	0	
0	HJHEFEJI_00225	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	765.0	0	
0	HJHEFEJI_00226	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	184.5	0	
0	HJHEFEJI_00227	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	292.7	1	
0	HJHEFEJI_00228	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	424.9	0	
0	HJHEFEJI_00229	species	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter; Psychrobacter arcticus 273-4	Psychrobacter arcticus 273-4	332.4	0	
0	HJHEFEJI_00230	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Ricinus communis	Ricinus communis	277.3	0	
0	HJHEFEJI_00231	class	Eukaryota; Archaeplastida; Streptophyta	Streptophyta	513.8	1	
0	HJHEFEJI_00233	species	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus; Turnip_mosaic_virus_Species; Turnip mosaic virus	Turnip mosaic virus	150.2	0	
0	HJHEFEJI_00235	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	642.5	0	
0	HJHEFEJI_00236	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	572.4	0	
0	HJHEFEJI_00238	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	77.8	0	
0	HJHEFEJI_00240	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	514.2	0	
0	HJHEFEJI_00241	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	795.4	0	
0	HJHEFEJI_00242	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	623.2	0	
0	HJHEFEJI_00243	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	1737.2	0	
0	HJHEFEJI_00244	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	147.1	1	
0	HJHEFEJI_00245	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella cibaria KACC 11862	Weissella cibaria KACC 11862	251.9	0	
0	HJHEFEJI_00246	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	316.6	0	
0	HJHEFEJI_00247	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	269.6	0	
0	HJHEFEJI_00248	family	Eukaryota; Archaeplastida; Rhodophyta; Compsopogonophyceae; Erythropeltidales; Erythrotrichiaceae	Erythrotrichiaceae	86.7	0	
0	HJHEFEJI_00251	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	171.4	0	
0	HJHEFEJI_00252	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	749.6	0	
0	HJHEFEJI_00253	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	941.0	0	
0	HJHEFEJI_00254	class	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae	Embryophyceae	340.1	0	
0	HJHEFEJI_00257	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gasicomitatum LMG 18811	Leuconostoc gasicomitatum LMG 18811	88.2	0	
0	HJHEFEJI_00260	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	676.4	1	
0	HJHEFEJI_00261	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum JB7	Leuconostoc gelidum JB7	813.1	0	
0	HJHEFEJI_00262	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gasicomitatum LMG 18811	Leuconostoc gasicomitatum LMG 18811	170.6	0	
0	HJHEFEJI_00264	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	374.4	0	
0	HJHEFEJI_00265	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	515.0	0	
0	HJHEFEJI_00266	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	546.2	0	
0	HJHEFEJI_00267	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	818.1	0	
0	HJHEFEJI_00268	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	766.9	0	
0	HJHEFEJI_00269	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	689.9	0	
0	HJHEFEJI_00271	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	341.7	0	
0	HJHEFEJI_00272	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	327.4	0	
0	HJHEFEJI_00273	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	670.2	0	
0	HJHEFEJI_00274	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	1314.3	0	
0	HJHEFEJI_00275	species	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas campestris pv. campestris str. B100	Xanthomonas campestris pv. campestris str. B100	420.2	0	
0	HJHEFEJI_00276	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	147.9	1	
0	HJHEFEJI_00277	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	550.8	1	
0	HJHEFEJI_00278	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	525.4	1	
0	HJHEFEJI_00280	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella	Weissella	91.3	0	
0	HJHEFEJI_00282	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	804.3	1	
0	HJHEFEJI_00283	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	442.6	0	
0	HJHEFEJI_00284	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	1597.8	0	
0	HJHEFEJI_00285	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	327.0	0	
0	HJHEFEJI_00286	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	411.0	0	
0	HJHEFEJI_00287	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	119.8	0	
0	HJHEFEJI_00288	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	133.7	0	
0	HJHEFEJI_00289	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	190.7	0	
0	HJHEFEJI_00290	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	396.4	0	
0	HJHEFEJI_00291	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	443.7	0	
0	HJHEFEJI_00292	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	198.7	0	
0	HJHEFEJI_00293	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	117.5	0	
0	HJHEFEJI_00294	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	268.9	0	
0	HJHEFEJI_00296	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	96.3	0	
0	HJHEFEJI_00297	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	569.3	0	
0	HJHEFEJI_00298	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	117.1	0	
0	HJHEFEJI_00299	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	227.3	1	
0	HJHEFEJI_00302	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC 3527	1101.7	0	
0	HJHEFEJI_00303	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gasicomitatum LMG 18811	Leuconostoc gasicomitatum LMG 18811	444.5	0	
0	HJHEFEJI_00306	order	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae	Enterococcaceae	125.2	0	
0	HJHEFEJI_00309	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	112.1	0	
0	HJHEFEJI_00311	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	863.2	0	
0	HJHEFEJI_00312	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	104.4	0	
0	HJHEFEJI_00314	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	261.9	1	
0	HJHEFEJI_00316	order	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X	Embryophyceae_X	134.4	0	
0	HJHEFEJI_00317	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	331.3	0	
0	HJHEFEJI_00318	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	214.2	0	
0	HJHEFEJI_00319	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	404.8	0	
0	HJHEFEJI_00320	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	1706.0	0	
0	HJHEFEJI_00321	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	139.8	0	
0	HJHEFEJI_00322	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	Lactobacillus	389.0	0	
0	HJHEFEJI_00323	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	648.7	0	
0	HJHEFEJI_00324	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	665.2	0	
0	HJHEFEJI_00325	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	1413.7	0	
0	HJHEFEJI_00327	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	Lactobacillus	419.5	0	
0	HJHEFEJI_00328	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	238.4	0	
0	HJHEFEJI_00329	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	293.5	0	
0	HJHEFEJI_00330	genus	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Populus trichocarpa	Populus trichocarpa	212.6	0	
0	HJHEFEJI_00331	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	309.7	1	
0	HJHEFEJI_00332	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Psychrobacter; Psychrobacter cryohalolentis K5	Psychrobacter cryohalolentis K5	335.1	0	
0	HJHEFEJI_00333	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	282.7	1	
0	HJHEFEJI_00334	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	523.9	0	
0	HJHEFEJI_00335	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	510.0	0	
0	HJHEFEJI_00336	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	563.5	1	
0	HJHEFEJI_00337	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	535.0	1	
0	HJHEFEJI_00338	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	1102.4	1	
0	HJHEFEJI_00339	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	642.1	0	
0	HJHEFEJI_00340	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	158.7	1	
0	HJHEFEJI_00341	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	1348.6	0	
0	HJHEFEJI_00342	supergroup	Eukaryota	Eukaryota	84.0	1	
0	HJHEFEJI_00343	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	265.4	0	
0	HJHEFEJI_00345	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	1759.2	0	
0	HJHEFEJI_00346	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	484.2	0	
0	HJHEFEJI_00347	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	344.0	0	
0	HJHEFEJI_00348	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	768.8	0	
0	HJHEFEJI_00349	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	86.3	0	
0	HJHEFEJI_00350	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	823.5	0	
0	HJHEFEJI_00351	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	245.4	0	
0	HJHEFEJI_00352	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	293.9	0	
0	HJHEFEJI_00354	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum JB7	Leuconostoc gelidum JB7	156.8	0	
0	HJHEFEJI_00355	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella	Weissella	142.5	1	
0	HJHEFEJI_00357	species	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Ricinus communis	Ricinus communis	945.7	0	
0	HJHEFEJI_00359	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	292.4	1	
0	HJHEFEJI_00360	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	504.2	1	
0	HJHEFEJI_00361	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	804.3	0	
0	HJHEFEJI_00362	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	623.2	0	
0	HJHEFEJI_00363	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	658.7	1	
0	HJHEFEJI_00364	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	590.5	1	
0	HJHEFEJI_00365	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	416.8	0	
0	HJHEFEJI_00366	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	512.7	0	
0	HJHEFEJI_00367	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	202.6	0	
0	HJHEFEJI_00368	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	91.7	0	
0	HJHEFEJI_00369	order	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae	Leuconostocaceae	550.8	0	
0	HJHEFEJI_00370	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	218.8	0	
0	HJHEFEJI_00371	class	Bacteria; Firmicutes; Clostridia; Clostridiales	Clostridiales	148.3	0	
0	HJHEFEJI_00372	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	353.2	0	
0	HJHEFEJI_00374	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	238.8	1	
0	HJHEFEJI_00375	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	542.0	1	
0	HJHEFEJI_00378	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	301.6	1	
0	HJHEFEJI_00379	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	484.6	1	
0	HJHEFEJI_00380	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	407.5	0	
0	HJHEFEJI_00381	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	888.6	0	
0	HJHEFEJI_00382	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	949.9	0	
0	HJHEFEJI_00384	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	816.2	0	
0	HJHEFEJI_00385	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	448.7	0	
0	HJHEFEJI_00386	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	261.2	0	
